bars,symbol,next_page_token
"{'t': '2017-01-03T14:08:00Z', 'o': 225.04, 'h': 225.04, 'l': 225, 'c': 225, 'v': 3487, 'n': 9, 'vw': 225.004221}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:09:00Z', 'o': 225, 'h': 225, 'l': 225, 'c': 225, 'v': 233, 'n': 6, 'vw': 224.99691}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:10:00Z', 'o': 224.97, 'h': 225, 'l': 224.96, 'c': 224.99, 'v': 3700, 'n': 10, 'vw': 224.977027}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:11:00Z', 'o': 224.99, 'h': 225, 'l': 224.98, 'c': 224.99, 'v': 18618, 'n': 36, 'vw': 224.99333}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:12:00Z', 'o': 224.96, 'h': 224.98, 'l': 224.95, 'c': 224.98, 'v': 20600, 'n': 27, 'vw': 224.955437}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:13:00Z', 'o': 224.97, 'h': 224.97, 'l': 224.96, 'c': 224.97, 'v': 2210, 'n': 4, 'vw': 224.96095}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:14:00Z', 'o': 224.97, 'h': 224.98, 'l': 224.95, 'c': 224.97, 'v': 24565, 'n': 29, 'vw': 224.95235}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:15:00Z', 'o': 224.96, 'h': 224.98, 'l': 224.96, 'c': 224.96, 'v': 2811, 'n': 9, 'vw': 224.972529}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:16:00Z', 'o': 224.93, 'h': 224.95, 'l': 224.93, 'c': 224.95, 'v': 1123, 'n': 7, 'vw': 224.944889}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:17:00Z', 'o': 224.96, 'h': 224.97, 'l': 224.95, 'c': 224.96, 'v': 1950, 'n': 6, 'vw': 224.959744}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:18:00Z', 'o': 224.97, 'h': 225.01, 'l': 224.95, 'c': 224.95, 'v': 3418, 'n': 17, 'vw': 224.981823}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:19:00Z', 'o': 224.94, 'h': 225, 'l': 224.94, 'c': 224.96, 'v': 6604, 'n': 22, 'vw': 224.979671}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:20:00Z', 'o': 224.96, 'h': 225, 'l': 224.95, 'c': 224.95, 'v': 47245, 'n': 62, 'vw': 224.97251}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:21:00Z', 'o': 224.97, 'h': 224.97, 'l': 224.94, 'c': 224.94, 'v': 26603, 'n': 27, 'vw': 224.953759}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:22:00Z', 'o': 224.98, 'h': 224.98, 'l': 224.98, 'c': 224.98, 'v': 2748, 'n': 7, 'vw': 224.979996}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:23:00Z', 'o': 225, 'h': 225.05, 'l': 225, 'c': 225.03, 'v': 29635, 'n': 36, 'vw': 225.018931}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:24:00Z', 'o': 225.03, 'h': 225.03, 'l': 225.02, 'c': 225.02, 'v': 4500, 'n': 12, 'vw': 225.028889}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:25:00Z', 'o': 225.02, 'h': 225.05, 'l': 225.02, 'c': 225.05, 'v': 23650, 'n': 43, 'vw': 225.048901}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:26:00Z', 'o': 225.05, 'h': 225.05, 'l': 225.02, 'c': 225.05, 'v': 18778, 'n': 44, 'vw': 225.042574}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:27:00Z', 'o': 225.05, 'h': 225.07, 'l': 225.02, 'c': 225.03, 'v': 43390, 'n': 54, 'vw': 225.05071}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:28:00Z', 'o': 225.03, 'h': 225.06, 'l': 225.02, 'c': 225.04, 'v': 25321, 'n': 56, 'vw': 225.047504}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:29:00Z', 'o': 225.03, 'h': 225.04, 'l': 224.97, 'c': 225.03, 'v': 178475, 'n': 237, 'vw': 225.010002}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:30:00Z', 'o': 225.04, 'h': 225.12, 'l': 224.93, 'c': 224.95, 'v': 1252664, 'n': 3160, 'vw': 225.04503}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:31:00Z', 'o': 224.94, 'h': 224.96, 'l': 224.83, 'c': 224.84, 'v': 631546, 'n': 2469, 'vw': 224.880601}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:32:00Z', 'o': 224.84, 'h': 224.92, 'l': 224.83, 'c': 224.87, 'v': 330415, 'n': 1488, 'vw': 224.876971}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:33:00Z', 'o': 224.87, 'h': 225, 'l': 224.85, 'c': 224.99, 'v': 262341, 'n': 1315, 'vw': 224.934107}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:34:00Z', 'o': 224.99, 'h': 225.15, 'l': 224.99, 'c': 225.09, 'v': 364078, 'n': 1586, 'vw': 225.074739}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:35:00Z', 'o': 225.09, 'h': 225.26, 'l': 225.09, 'c': 225.17, 'v': 641612, 'n': 2488, 'vw': 225.209406}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:36:00Z', 'o': 225.17, 'h': 225.265, 'l': 225.12, 'c': 225.13, 'v': 427690, 'n': 1983, 'vw': 225.18776}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:37:00Z', 'o': 225.13, 'h': 225.15, 'l': 225.07, 'c': 225.11, 'v': 282491, 'n': 1292, 'vw': 225.115479}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:38:00Z', 'o': 225.12, 'h': 225.12, 'l': 224.86, 'c': 224.9099, 'v': 526678, 'n': 2126, 'vw': 224.97904}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:39:00Z', 'o': 224.905, 'h': 224.91, 'l': 224.8, 'c': 224.8692, 'v': 341849, 'n': 1521, 'vw': 224.844723}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:40:00Z', 'o': 224.86, 'h': 224.97, 'l': 224.84, 'c': 224.93, 'v': 413522, 'n': 2048, 'vw': 224.905362}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:41:00Z', 'o': 224.9207, 'h': 224.99, 'l': 224.9, 'c': 224.92, 'v': 305543, 'n': 1529, 'vw': 224.956273}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:42:00Z', 'o': 224.926, 'h': 224.926, 'l': 224.77, 'c': 224.85, 'v': 877691, 'n': 1701, 'vw': 223.953919}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:43:00Z', 'o': 224.855, 'h': 224.9, 'l': 224.82, 'c': 224.895, 'v': 264175, 'n': 1180, 'vw': 224.858463}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:44:00Z', 'o': 224.9, 'h': 224.96, 'l': 224.85, 'c': 224.96, 'v': 317729, 'n': 1448, 'vw': 224.915309}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:45:00Z', 'o': 224.9502, 'h': 225.01, 'l': 224.91, 'c': 224.985, 'v': 769107, 'n': 1225, 'vw': 223.870303}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:46:00Z', 'o': 224.985, 'h': 225.05, 'l': 224.97, 'c': 224.99, 'v': 172701, 'n': 828, 'vw': 225.009012}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:47:00Z', 'o': 225, 'h': 225, 'l': 224.82, 'c': 224.87, 'v': 204767, 'n': 993, 'vw': 224.902737}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:48:00Z', 'o': 224.875, 'h': 224.905, 'l': 224.76, 'c': 224.86, 'v': 269943, 'n': 1002, 'vw': 224.832158}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:49:00Z', 'o': 224.86, 'h': 224.96, 'l': 224.85, 'c': 224.86, 'v': 118840, 'n': 589, 'vw': 224.913592}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:50:00Z', 'o': 224.85, 'h': 224.85, 'l': 224.74, 'c': 224.76, 'v': 208618, 'n': 926, 'vw': 224.78055}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:51:00Z', 'o': 224.76, 'h': 224.82, 'l': 224.71, 'c': 224.76, 'v': 236099, 'n': 1044, 'vw': 224.768213}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:52:00Z', 'o': 224.76, 'h': 224.85, 'l': 224.76, 'c': 224.82, 'v': 173848, 'n': 756, 'vw': 224.81001}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:53:00Z', 'o': 224.825, 'h': 224.8999, 'l': 224.7823, 'c': 224.795, 'v': 280867, 'n': 1222, 'vw': 224.839881}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:54:00Z', 'o': 224.8, 'h': 224.89, 'l': 224.79, 'c': 224.85, 'v': 176261, 'n': 819, 'vw': 224.837389}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:55:00Z', 'o': 224.85, 'h': 224.87, 'l': 224.78, 'c': 224.84, 'v': 236621, 'n': 922, 'vw': 224.816231}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:56:00Z', 'o': 224.84, 'h': 224.94, 'l': 224.81, 'c': 224.93, 'v': 206520, 'n': 984, 'vw': 224.874311}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:57:00Z', 'o': 224.94, 'h': 224.99, 'l': 224.91, 'c': 224.91, 'v': 277951, 'n': 1051, 'vw': 224.963391}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:58:00Z', 'o': 224.91, 'h': 224.99, 'l': 224.91, 'c': 224.95, 'v': 265731, 'n': 948, 'vw': 224.945026}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:59:00Z', 'o': 224.94, 'h': 225.01, 'l': 224.92, 'c': 225, 'v': 229878, 'n': 1048, 'vw': 224.957058}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:00:00Z', 'o': 225, 'h': 225.01, 'l': 224.91, 'c': 224.9399, 'v': 236238, 'n': 1086, 'vw': 224.958978}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:01:00Z', 'o': 224.94, 'h': 225.05, 'l': 224.935, 'c': 225.05, 'v': 204994, 'n': 1147, 'vw': 225.010329}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:02:00Z', 'o': 225.05, 'h': 225.14, 'l': 225.04, 'c': 225.13, 'v': 242131, 'n': 1163, 'vw': 225.091078}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:03:00Z', 'o': 225.13, 'h': 225.15, 'l': 225.07, 'c': 225.09, 'v': 164377, 'n': 894, 'vw': 225.10331}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:04:00Z', 'o': 225.1, 'h': 225.17, 'l': 225.06, 'c': 225.15, 'v': 234017, 'n': 1079, 'vw': 225.118842}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:05:00Z', 'o': 225.15, 'h': 225.25, 'l': 225.095, 'c': 225.24, 'v': 388034, 'n': 1800, 'vw': 225.158998}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:06:00Z', 'o': 225.25, 'h': 225.43, 'l': 225.24, 'c': 225.3, 'v': 576818, 'n': 3411, 'vw': 225.323012}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:07:00Z', 'o': 225.295, 'h': 225.38, 'l': 225.29, 'c': 225.37, 'v': 203814, 'n': 1138, 'vw': 225.341667}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:08:00Z', 'o': 225.36, 'h': 225.41, 'l': 225.345, 'c': 225.3548, 'v': 231323, 'n': 1285, 'vw': 225.371539}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:09:00Z', 'o': 225.3511, 'h': 225.83, 'l': 225.34, 'c': 225.73, 'v': 1015345, 'n': 4195, 'vw': 225.609334}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:10:00Z', 'o': 225.73, 'h': 225.77, 'l': 225.59, 'c': 225.67, 'v': 665511, 'n': 2954, 'vw': 225.685987}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:11:00Z', 'o': 225.67, 'h': 225.68, 'l': 225.61, 'c': 225.665, 'v': 238998, 'n': 1079, 'vw': 225.640561}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:12:00Z', 'o': 225.67, 'h': 225.68, 'l': 225.61, 'c': 225.6708, 'v': 294605, 'n': 1026, 'vw': 225.655116}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:13:00Z', 'o': 225.6799, 'h': 225.69, 'l': 225.53, 'c': 225.5645, 'v': 1280910, 'n': 1406, 'vw': 223.783307}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:14:00Z', 'o': 225.57, 'h': 225.6, 'l': 225.54, 'c': 225.565, 'v': 193120, 'n': 893, 'vw': 225.569488}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:15:00Z', 'o': 225.57, 'h': 225.6, 'l': 225.53, 'c': 225.55, 'v': 190692, 'n': 947, 'vw': 225.561777}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:16:00Z', 'o': 225.55, 'h': 225.55, 'l': 225.47, 'c': 225.495, 'v': 179761, 'n': 814, 'vw': 225.505993}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:17:00Z', 'o': 225.5, 'h': 225.58, 'l': 225.49, 'c': 225.58, 'v': 141120, 'n': 653, 'vw': 225.524759}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:18:00Z', 'o': 225.5765, 'h': 225.645, 'l': 225.53, 'c': 225.57, 'v': 163143, 'n': 915, 'vw': 225.567017}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:19:00Z', 'o': 225.56, 'h': 225.58, 'l': 225.54, 'c': 225.565, 'v': 133260, 'n': 709, 'vw': 225.561254}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:20:00Z', 'o': 225.565, 'h': 225.57, 'l': 225.52, 'c': 225.55, 'v': 144383, 'n': 692, 'vw': 225.547869}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:21:00Z', 'o': 225.55, 'h': 225.56, 'l': 225.5, 'c': 225.5501, 'v': 528466, 'n': 592, 'vw': 225.55318}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:22:00Z', 'o': 225.5599, 'h': 225.57, 'l': 225.47, 'c': 225.513, 'v': 287513, 'n': 1139, 'vw': 225.507992}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:23:00Z', 'o': 225.52, 'h': 225.58, 'l': 225.52, 'c': 225.56, 'v': 99030, 'n': 581, 'vw': 225.54032}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:24:00Z', 'o': 225.56, 'h': 225.58, 'l': 225.52, 'c': 225.57, 'v': 187439, 'n': 787, 'vw': 225.552482}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:25:00Z', 'o': 225.57, 'h': 225.5701, 'l': 225.51, 'c': 225.56, 'v': 126371, 'n': 628, 'vw': 225.539273}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:26:00Z', 'o': 225.56, 'h': 225.59, 'l': 225.52, 'c': 225.54, 'v': 101529, 'n': 590, 'vw': 225.556093}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:27:00Z', 'o': 225.53, 'h': 225.55, 'l': 225.48, 'c': 225.5365, 'v': 721456, 'n': 919, 'vw': 223.962481}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:28:00Z', 'o': 225.535, 'h': 225.59, 'l': 225.5275, 'c': 225.59, 'v': 118319, 'n': 547, 'vw': 225.557566}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:29:00Z', 'o': 225.6, 'h': 225.6, 'l': 225.51, 'c': 225.51, 'v': 108154, 'n': 764, 'vw': 225.562041}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:30:00Z', 'o': 225.51, 'h': 225.63, 'l': 225.48, 'c': 225.62, 'v': 264233, 'n': 1444, 'vw': 225.569538}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:31:00Z', 'o': 225.625, 'h': 225.64, 'l': 225.545, 'c': 225.55, 'v': 130450, 'n': 666, 'vw': 225.590031}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:32:00Z', 'o': 225.55, 'h': 225.5561, 'l': 225.4701, 'c': 225.48, 'v': 207908, 'n': 960, 'vw': 225.519757}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:33:00Z', 'o': 225.475, 'h': 225.51, 'l': 225.445, 'c': 225.45, 'v': 170475, 'n': 818, 'vw': 225.471765}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:34:00Z', 'o': 225.455, 'h': 225.46, 'l': 225.42, 'c': 225.44, 'v': 213585, 'n': 698, 'vw': 225.439833}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:35:00Z', 'o': 225.44, 'h': 225.46, 'l': 225.34, 'c': 225.37, 'v': 514608, 'n': 1899, 'vw': 225.395716}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:36:00Z', 'o': 225.375, 'h': 225.39, 'l': 225.27, 'c': 225.28, 'v': 231534, 'n': 1013, 'vw': 225.353192}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:37:00Z', 'o': 225.2747, 'h': 225.3, 'l': 225.07, 'c': 225.26, 'v': 207148, 'n': 948, 'vw': 225.275833}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:38:00Z', 'o': 225.26, 'h': 225.32, 'l': 225.23, 'c': 225.3199, 'v': 174252, 'n': 830, 'vw': 225.284901}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:39:00Z', 'o': 225.32, 'h': 225.32, 'l': 225.17, 'c': 225.19, 'v': 157213, 'n': 764, 'vw': 225.241655}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:40:00Z', 'o': 225.19, 'h': 225.24, 'l': 225.16, 'c': 225.2398, 'v': 234868, 'n': 940, 'vw': 225.211026}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:41:00Z', 'o': 225.23, 'h': 225.24, 'l': 225.19, 'c': 225.22, 'v': 175293, 'n': 858, 'vw': 225.22008}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:42:00Z', 'o': 225.22, 'h': 225.25, 'l': 225.2, 'c': 225.23, 'v': 315956, 'n': 1182, 'vw': 225.224778}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:43:00Z', 'o': 225.2332, 'h': 225.26, 'l': 225.17, 'c': 225.17, 'v': 163141, 'n': 735, 'vw': 225.236592}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:44:00Z', 'o': 225.17, 'h': 225.18, 'l': 225.07, 'c': 225.07, 'v': 296767, 'n': 1153, 'vw': 225.12479}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:45:00Z', 'o': 225.07, 'h': 225.12, 'l': 225.05, 'c': 225.1105, 'v': 257646, 'n': 1240, 'vw': 225.086893}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:46:00Z', 'o': 225.11, 'h': 225.14, 'l': 225.1, 'c': 225.1, 'v': 1166844, 'n': 598, 'vw': 223.542778}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:47:00Z', 'o': 225.1, 'h': 225.15, 'l': 225.08, 'c': 225.1, 'v': 726701, 'n': 949, 'vw': 223.851055}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:48:00Z', 'o': 225.09, 'h': 225.14, 'l': 225.07, 'c': 225.1, 'v': 231369, 'n': 881, 'vw': 225.113247}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:49:00Z', 'o': 225.1061, 'h': 225.12, 'l': 224.965, 'c': 225.0005, 'v': 355078, 'n': 1325, 'vw': 225.043674}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T15:50:00Z', 'o': 224.98, 'h': 225.05, 'l': 224.95, 'c': 225, 'v': 285088, 'n': 1365, 'vw': 224.997825}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
